E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_43_743.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_43_743.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_43_743.jpg, 0, 0, 0, 7.984156E-05
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_44_026.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_44_026.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_44_026.jpg, 0, 0, 0, 7.838511E-05
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_44_132.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_44_132.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_44_132.jpg, 0, 0, 0, 7.749177E-05
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_44_324.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_44_324.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_44_324.jpg, 0, 0, 0, 7.81036E-05
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_44_462.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_44_462.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_44_462.jpg, 0, 0, 0, 7.915826E-05
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_44_569.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_44_569.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_44_569.jpg, 0, 0, 0, 7.900356E-05
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_44_678.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_44_678.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_44_678.jpg, 0, 0, 0, 7.92943E-05
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_44_780.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_44_780.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_44_780.jpg, 0, 0, 0, 7.798471E-05
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_44_885.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_44_885.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_44_885.jpg, 0, 0, 0, 7.906741E-05
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_44_994.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_44_994.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_44_994.jpg, 0, 0, 0, 8.325937E-05
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_45_117.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_45_117.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_45_117.jpg, 0, 0, 0, 7.857445E-05
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_45_221.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_45_221.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_45_221.jpg, 0, 0, 0, 7.784295E-05
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_45_324.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_45_324.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_45_324.jpg, 0, 0, 0, 7.86814E-05
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_45_435.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_45_435.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_45_435.jpg, 0, 0, 0, 7.862901E-05
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_45_541.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_45_541.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_45_541.jpg, 0, 0, 0, 7.792432E-05
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_45_652.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_45_652.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_45_652.jpg, 0, 0, 0, 8.237883E-05
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_45_753.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_45_753.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_45_753.jpg, 0, 0, 0, 8.013163E-05
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_45_873.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_45_873.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_45_873.jpg, 0, 0, 0, 7.899495E-05
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_45_992.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_45_992.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_45_992.jpg, 0, 0, 0, 7.85458E-05
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_46_141.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_46_141.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_46_141.jpg, 0, 0.4436316, 0, 0.7423703
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_46_267.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_46_267.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_46_267.jpg, 0, 0.8035158, 0, 1.846337
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_46_364.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_46_364.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_46_364.jpg, 0, 1, 0, 2.980326
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_46_524.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_46_524.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_46_524.jpg, 0, 1, 0, 5.092448
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_46_630.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_46_630.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_46_630.jpg, 0, 1, 0, 6.247606
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_46_732.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_46_732.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_46_732.jpg, 0, 0.6924537, 0, 7.040243
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_46_848.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_46_848.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_46_848.jpg, 0, 0.3421364, 0, 7.555665
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_47_002.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_47_002.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_47_002.jpg, 0, 0, 0, 7.471497
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_47_104.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_47_104.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_47_104.jpg, 0, 0, 0, 7.381617
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_47_222.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_47_222.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_47_222.jpg, 0, 0, 0, 7.307541
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_47_367.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_47_367.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_47_367.jpg, 0, 0, 0, 7.19056
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_47_506.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_47_506.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_47_506.jpg, -0.4165388, 0, 0, 7.003145
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_47_618.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_47_618.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_47_618.jpg, -0.07489881, 0, 0, 6.922535
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_47_729.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_47_729.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_47_729.jpg, -0.4078454, 0, 0, 6.790954
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_47_846.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_47_846.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_47_846.jpg, -0.05593604, 0, 0, 6.705978
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_47_987.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_47_987.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_47_987.jpg, -0.4762154, 0, 0, 6.541317
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_48_093.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_48_093.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_48_093.jpg, -0.7910785, 0, 0, 6.378529
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_48_197.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_48_197.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_48_197.jpg, -0.476212, 0, 0, 6.33287
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_48_321.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_48_321.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_48_321.jpg, -0.8452367, 0, 0, 6.150837
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_48_504.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_48_504.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_48_504.jpg, -1, 0, 0, 5.946598
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_48_655.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_48_655.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_48_655.jpg, -1, 0, 0, 5.814377
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_48_783.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_48_783.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_48_783.jpg, -0.6142033, 0, 0, 5.773415
E:\simulator-windows-64\Data\IMG\center_2019_06_22_18_53_48_923.jpg, E:\simulator-windows-64\Data\IMG\left_2019_06_22_18_53_48_923.jpg, E:\simulator-windows-64\Data\IMG\right_2019_06_22_18_53_48_923.jpg, -1, 0, 0, 5.57539
